PC1,PC2,PC3,PC4,PC5,PC6,PC7
-1.7683390346180148,-0.6940803964671662,0.8302689884996629,0.051286371135224156,-0.9798166879194696,-0.5261228148848489,-0.38419074571278244
1.951486063809137,-1.8171948263492375,1.4170885001660574,-0.29511589877000904,-1.4923601931954404,-0.7426426591533473,-0.0761939905196955
-0.4729918541199704,-0.8799465898312097,0.4711703438057005,-0.6865373361454559,-1.7482257502382543,1.031654036064051,1.4093426468239951
1.9401901751274642,0.36069100128493126,-0.34689179611345977,0.5745941126598001,-0.884932965704594,-0.488168292469511,0.49900923863117147
2.3202567422287808,-0.720465990653348,1.014328585338004,1.2552958938696503,-0.9507849532400218,0.06972512134226404,-0.5030718483611872
-0.9539285900815966,-1.4268378671393418,1.088621939989533,-0.030147885465125993,-0.7551633887401356,-1.311540023226711,-0.1398849578773665
0.46804177343573955,-1.2969232482585513,2.655329484371016,-0.48834827225959737,-0.3501656831707603,0.08574181237346841,-0.14351323381154896
1.5933727390095132,0.6948328930674128,-0.1658526302429843,0.2519206869209292,-2.6633398798924643,-0.5846120938732964,-0.2656286855824714
-1.0047369932822043,-0.8891002928548324,-0.34835399761056834,-0.2098664882612386,-0.5727508578426184,-0.9529634352213084,-1.271753890531291
-1.0816912501484937,-2.1936888270295576,-0.43433237771797034,-1.2504479049261432,-1.8716918254658435,0.41419565095259886,-0.9972956036417239
1.7150123271180102,0.16505566929928164,0.005210913835322728,-1.247462314393002,-1.34894221674642,-0.8710303141633646,0.13210851786428873
-0.057886377792234364,-1.5980145945684692,-0.527199649857763,-1.0915525129340138,-0.8101681841430266,-1.2422454225920159,2.443697585892736
1.9854164688658136,-0.5349572077725082,0.9133985924695371,0.7228063223316379,-0.48211837726827134,-1.3220764508568514,0.3320298461864543
-0.19726071110411064,-0.6340471851557885,2.4823416038777735,-1.3039639380102748,-0.506677133667916,-0.07731959932742305,-1.594367207159077
-1.608872201652397,-0.7212706458328814,1.4295403792254875,-0.3863328353942385,-0.6848820452070257,-0.5861030439527464,0.6616013625969756
-1.2665207519868351,-1.6762483190477835,1.5063044503239558,0.6063426465391288,-1.0406676994893116,-0.028121917712564365,-0.015293308911162148
-1.49021694932844,-0.6992076835877632,-0.06824896469734759,-1.014530692536326,-0.05185282771450688,0.4867388177377285,0.7518531242327751
-0.4133530683255301,-1.5082088781932013,1.6806406742804776,-0.9814687120728316,-0.8441576191494035,-0.18177614665359432,0.05563603466887831
-0.07648837745770963,-0.3147641716084942,0.8199572587453976,0.2843461050573883,-0.9351137330543691,1.5386312836361582,0.6818846823805863
2.002219279908459,0.19280806273075582,-0.5811608667327088,-0.40078586718068226,-2.3783751129107005,-0.18296630871106062,0.06976374781034
-0.9549098226178644,-1.2466057197542633,-0.3444488087377314,0.4566020559123852,-1.4466788549980132,1.3740992729921735,-0.8873568379366805
0.7780784161420923,0.5240092013597473,2.3175024617405326,-0.2009103700851518,-1.0558340323526105,0.7810863545429442,0.38280338449253254
0.48650037108882993,0.08770307787945288,1.1917582463329397,0.39415553087842037,-0.2850834713017794,-0.005044708538498161,-0.05574586914298802
-0.872863644888524,-0.35281143630687584,1.206576546301286,-0.15331422081699936,-0.04234103378737897,1.1253754289882776,0.6792403339354882
2.0474658183166166,-0.7049095295763665,0.647378246849821,1.2746496116160608,-0.6045690339163303,-0.6068883286281043,-0.7384208184016264
-1.7629827177259059,-1.5891871133186208,-1.5394317348098516,0.5673816676744523,-1.8561250939512697,0.7006507961760764,-0.2304357925362314
1.587009220634611,-0.5978718770384388,-1.027573391287032,0.4070143171380633,-1.4431419607735636,-0.6466001039042362,-0.8388130916979856
1.2826036616804926,-2.399276155213942,0.04729228490442726,-0.9870049806964656,-0.7714034440347801,-0.49944109737011766,-1.1367898559669283
1.367218191373316,-0.3056800524390336,1.558522255700609,-0.7763883454612487,-0.928856229214861,0.5515414793708602,1.6294736179219065
-1.3970872846101652,0.0015363106942230449,-0.27749547016185455,0.19646871019535686,-1.4756951532355522,0.9589911033675764,0.9257102272681028
