PC1,PC2,PC3
-1.7683390346180148,-0.6940803964671662,0.8302689884996629
1.951486063809137,-1.8171948263492375,1.4170885001660574
-0.4729918541199704,-0.8799465898312097,0.4711703438057005
1.9401901751274642,0.36069100128493126,-0.34689179611345977
2.3202567422287808,-0.720465990653348,1.014328585338004
-0.9539285900815966,-1.4268378671393418,1.088621939989533
0.46804177343573955,-1.2969232482585513,2.655329484371016
1.5933727390095132,0.6948328930674128,-0.1658526302429843
-1.0047369932822043,-0.8891002928548324,-0.34835399761056834
-1.0816912501484937,-2.1936888270295576,-0.43433237771797034
1.7150123271180102,0.16505566929928164,0.005210913835322728
-0.057886377792234364,-1.5980145945684692,-0.527199649857763
1.9854164688658136,-0.5349572077725082,0.9133985924695371
-0.19726071110411064,-0.6340471851557885,2.4823416038777735
-1.608872201652397,-0.7212706458328814,1.4295403792254875
-1.2665207519868351,-1.6762483190477835,1.5063044503239558
-1.49021694932844,-0.6992076835877632,-0.06824896469734759
-0.4133530683255301,-1.5082088781932013,1.6806406742804776
-0.07648837745770963,-0.3147641716084942,0.8199572587453976
2.002219279908459,0.19280806273075582,-0.5811608667327088
-0.9549098226178644,-1.2466057197542633,-0.3444488087377314
0.7780784161420923,0.5240092013597473,2.3175024617405326
0.48650037108882993,0.08770307787945288,1.1917582463329397
-0.872863644888524,-0.35281143630687584,1.206576546301286
2.0474658183166166,-0.7049095295763665,0.647378246849821
-1.7629827177259059,-1.5891871133186208,-1.5394317348098516
1.587009220634611,-0.5978718770384388,-1.027573391287032
1.2826036616804926,-2.399276155213942,0.04729228490442726
1.367218191373316,-0.3056800524390336,1.558522255700609
-1.3970872846101652,0.0015363106942230449,-0.27749547016185455
2.1225546902102654,-0.7065960359985815,0.3577940605736719
1.5941298927111687,0.5183202135610362,-0.22297982737059996
-1.6594823280411373,-0.8127603439095223,-0.2328016988906623
0.10066502166314815,-0.5650081232629174,1.5265231019732948
1.7155354565445657,-0.7569963524209135,-2.120261401554014
-0.9756721880990167,0.7929242786165694,-0.5253653127551957
1.6229834416260007,-2.4955801891501634,2.102323842102862
-0.44778483152212784,1.0019775375273168,-0.8387345855998265
1.8621482257401132,0.011850576799313641,0.08602965213288363
1.3529211003428754,-0.06901753840048397,1.5496316370457188
1.6189710320691404,-1.7887886180363062,1.7843789245713617
-0.14584402772037622,-1.1162567802318581,-0.04529743111069838
1.1254170493961262,-0.9436979205318486,2.01852870438705
-1.0075662996568293,-0.1586258670593427,2.0737985960811836
-0.40401049740673856,0.14575205447736198,1.9982386617987677
1.7560723904356503,-0.8369488346589302,2.26785243232995
2.376253321116387,-0.5544229707610724,-0.2516913255019679
-0.4675667227735389,0.2819345017520522,1.2670657982843472
-0.48427205694536823,-2.26264146074741,0.8558618041190788
1.9518884115284083,-0.3199354342043899,0.3922169985015176
2.395236814808708,-1.6236404139112444,0.21145317197176638
1.8555745378444026,-1.157979079099481,1.8946252237076608
1.7768428113072108,-1.001709100059707,-0.03433126997963959
-0.015581618817425359,-1.2966912755681488,2.5120184940492374
-1.7146887559988062,0.2858735785720486,-0.6183921755420446
