UMAP_1,UMAP_2
7.388006,3.9974742
0.39855078,0.78316647
10.838445,1.2069566
6.252643,4.2174106
10.633161,0.47345915
3.41348,4.3705115
8.409149,3.352633
11.167175,0.54448706
-0.3488067,1.5252258
6.262642,4.4322877
6.999671,4.3869524
7.1260786,4.173068
11.22623,1.2620213
7.4544067,4.344101
1.8186499,3.7593315
2.8132546,3.2146268
8.085094,4.063379
3.6683633,4.2881517
7.044461,3.9351256
8.350122,3.4845738
2.2766695,3.6817367
6.835861,4.341569
7.2102,4.405766
-0.0061843963,2.3158877
0.49743232,1.6249231
10.853707,0.8881011
6.937617,4.2333775
0.597164,0.32865578
10.514521,0.52813405
8.69559,3.8216834
0.49354923,0.46434745
7.5113497,4.3637204
0.3507105,1.096083
11.267729,0.9680224
7.0100236,3.0920136
7.427953,3.8219628
3.63263,3.8281434
10.570336,0.84427744
11.001526,0.94016606
-0.45246053,2.044621
3.4698102,4.0557966
0.52539384,2.1263494
10.297003,2.0569687
3.0301466,3.8750465
2.3977752,3.3084474
6.552404,3.599716
0.37336606,0.69176865
10.454008,1.1037914
1.1281922,0.8626144
3.8163042,3.4701118
0.5642251,2.0396535
6.9736924,3.596081
7.201068,4.251754
1.7082427,3.7610886
0.25114927,1.5771601
10.821625,2.1370256
10.285732,1.873958
0.755565,1.4717085
6.6410785,4.5872087
10.712696,0.32395598
8.153935,4.3931904
0.58045274,0.38958916
7.312531,3.1879125
10.934999,0.27355736
2.8883421,3.920726
11.007942,2.0262916
10.611008,1.6475914
10.9221115,2.3871686
7.4705772,4.142743
0.25812864,1.8360947
10.010455,2.158121
10.920045,0.92263603
2.6869814,4.520452
10.426251,1.5002581
8.026878,3.5404496
0.104614004,1.9580873
10.801101,2.133084
10.004907,2.1399457
11.198743,0.84890306
2.9456928,4.2246013
0.43468633,1.8287286
3.5730402,3.9196846
3.7666624,3.8328476
10.674599,1.020475
0.105760485,1.9987215
11.027363,0.91901886
6.5311947,4.413577
1.0205132,1.2687969
10.807192,1.3652914
10.548015,1.9423959
10.436003,2.7310898
10.215923,0.8797006
11.305375,0.02322516
0.9317671,0.7951911
6.688652,4.60615
6.156543,4.476777
0.9444492,1.147321
10.591657,1.4294082
0.48029825,1.9606544
0.40601322,-0.11717988
-0.25842357,1.869255
11.32426,0.8164796
0.6737607,0.50254095
10.768632,0.52693075
0.08372918,1.4577212
10.365801,1.9163073
10.866589,0.5079898
0.13209657,1.5134199
11.554561,0.8638999
0.33638903,-0.091446765
10.196692,0.67121816
8.799915,3.7368662
0.278185,0.534245
10.685467,0.51278263
0.30581442,1.7628558
2.5627728,4.1451564
7.8794036,3.4318273
6.261015,4.198426
10.4067135,1.8991778
11.302554,0.6673362
8.570441,3.8412333
-0.03509486,1.2850274
10.483519,1.7719265
6.807312,4.4777784
3.1548698,4.672529
3.3819745,3.8433063
11.446399,0.43485042
-0.25107113,1.8975089
7.176875,4.229772
7.0691395,3.2210665
11.371776,2.0773964
3.1439402,3.8414195
10.792004,1.8699498
1.6265657,3.693726
1.9094026,3.3652053
11.195183,0.9341623
0.6176151,0.11986497
-0.60832155,1.9056511
10.564448,0.43690997
10.43891,1.8739927
10.608804,0.7198323
3.1870801,4.14934
2.8084567,4.031096
4.2666965,4.6925316
3.2478418,4.607935
0.42153966,1.3865825
1.9747685,4.563766
2.8945775,3.0763671
10.126575,0.9101093
3.7052996,4.1800027
2.1338902,3.4916356
2.934885,3.6020207
3.652833,4.3235817
10.6916,1.8614396
1.2048559,0.73750395
7.843392,3.1782475
1.5117062,4.1026793
11.057489,0.38369977
0.40188602,0.12437919
10.889384,1.3915433
7.4075847,3.9179716
10.668419,1.6306914
7.1268835,3.4491916
0.92207843,0.621936
10.680403,0.73775357
8.284796,3.6022723
-0.09758709,1.2807051
6.5208583,4.7701697
8.072965,3.2865784
7.6225696,3.699312
10.364079,1.1220825
2.173077,3.5833783
10.465124,1.2762247
2.95667,3.45169
6.9645557,4.1550255
10.4342785,1.8642323
10.495192,1.6429164
7.8742933,3.952375
6.780041,3.2476788
0.3212383,0.6689278
0.0067103403,1.0887294
10.6146555,0.24986695
0.36912718,0.9292415
0.6385898,2.1477416
0.39303932,2.3889596
3.0353482,3.5006814
3.2642305,4.0879693
2.4238048,3.6247814
6.780163,4.2119236
10.953927,0.8911412
10.914496,0.793273
3.2071488,3.4275413
9.978213,2.181354
10.316133,1.5510337
0.6041971,0.52664167
10.378085,2.60628
10.944583,2.5105398
8.588536,3.2876637
8.759695,3.1985276
10.705011,2.0595124
3.5509536,3.8932347
6.753779,3.5295558
3.800313,3.619346
2.7025437,3.6111462
10.688356,1.7468387
6.556381,4.2070303
-0.17365503,1.1672012
0.47145414,2.398624
6.9732876,4.3230906
7.2193375,4.5189695
10.798812,0.22081332
11.441748,0.92764497
7.987563,3.5971777
2.8597808,4.3158083
3.1720817,4.024631
3.5795326,4.06312
10.510667,0.76605546
11.261737,0.044830434
8.782359,3.558308
11.28687,0.58725834
11.260723,0.9905196
6.7618146,3.249527
3.1421127,3.7220085
7.6867986,3.2970588
10.2444315,1.5044668
0.24855086,1.3230169
7.309289,3.086779
0.30395523,2.2459233
7.435219,2.923018
0.9327615,1.9216925
7.033096,3.1220293
2.91511,4.0133038
7.8025274,3.1517725
6.3938107,4.3202252
7.387271,3.42366
-0.33138907,1.6043035
0.9883447,1.5507492
6.5960555,4.2689123
10.243285,1.1583
10.66089,1.626358
6.3814826,3.8602731
-0.37361577,1.5891742
0.8514537,0.7036475
3.5184054,4.502224
2.0759406,4.0146422
10.113727,2.1341393
3.4055386,4.3651376
0.75053596,0.56690776
10.945614,0.91243887
0.7214953,0.45409176
10.888333,1.0394441
4.1323457,4.72594
7.157839,4.3986464
2.829455,2.9685807
10.696953,1.3287407
2.4716794,3.8484576
0.26243168,0.13784769
7.6971707,3.2393136
10.417839,0.7589751
7.365827,3.234219
3.1212552,4.1437497
1.136863,0.67776
3.6814277,3.6858423
0.31838903,0.9480956
8.874477,3.7731605
3.586958,4.4285636
0.82989955,0.5385015
8.281054,3.8839445
7.321223,3.4508438
10.688502,1.7287962
11.145201,1.6218264
0.87535846,1.6625851
8.000041,3.1940937
3.867381,4.148542
0.51072514,1.7403938
10.9271555,0.98375076
2.977781,3.2128766
6.436033,3.6975462
8.22362,3.1296496
3.7102113,3.867863
8.549162,3.364506
10.919302,0.70112693
0.4772912,1.5691751
6.817419,3.53895
0.7521596,1.549142
7.9395585,3.772783
1.7435087,3.7560756
11.271083,1.2155019
10.225617,0.9919238
7.1015677,3.3825097
6.609862,3.475083
7.8955407,3.3920774
0.44636416,0.8273495
7.2057157,4.3360634
10.434034,1.7061652
4.0505214,3.9532638
11.168341,0.5448649
3.6985059,3.8498046
8.795772,3.7384062
11.218007,0.8756227
6.9014077,3.9339488
0.23309204,1.5638392
0.592457,1.8486837
6.5104384,4.3371754
2.4449902,3.2470894
0.9268944,0.42704338
2.3147087,3.5928624
10.075013,1.2985238
3.3628414,3.2108448
6.434829,4.227563
0.16479298,2.2393281
6.8505006,3.2983434
1.1450546,1.5045782
2.2572289,3.7372324
3.2049394,3.3990774
0.8193151,1.862453
0.076062955,1.7700751
0.49742642,0.0091208555
6.592095,3.5508404
0.6190273,0.031046687
1.0962136,0.7993548
0.15710758,1.4255358
3.0532117,4.4923086
6.547639,3.5449083
7.824186,3.9070048
0.4235002,1.7506503
0.19890496,0.44946972
8.3163,3.8462687
10.824578,1.1479119
10.857576,1.0847573
2.9548545,3.4588501
3.6555681,3.7090163
10.060347,1.2872933
-0.08330371,1.1494131
7.739414,3.3412933
3.6665735,4.534931
6.976372,4.140387
6.9851747,3.0851161
10.208456,0.92438257
0.38581827,0.62175095
-0.15056977,2.2317863
0.06764162,2.3447537
6.894929,3.1942146
11.10477,0.95471513
10.437133,2.7432697
11.125962,1.9146887
7.7754927,4.185638
10.034768,1.3334618
0.13289589,1.7371627
10.619154,0.6958063
10.991121,2.345143
0.635062,1.9125903
11.233191,0.7669927
11.263122,0.7812715
8.143962,4.421774
7.06675,4.2783875
10.465163,1.3682913
10.793713,0.2621143
1.110334,1.416774
10.495292,0.6847073
10.289216,1.1692065
6.908947,3.1928074
2.087303,2.9266653
11.313382,0.29079288
7.041168,3.3431313
0.86286503,0.42131275
0.03052871,0.41314283
10.110088,2.4435937
8.430684,3.3958669
6.8500466,3.5663142
0.3366374,1.5253419
6.504479,3.6112008
10.31302,1.1525484
0.87506723,1.013266
2.6911411,3.7623146
8.399963,3.389957
10.7194195,0.61806774
3.87256,3.8356848
0.1996055,2.2152605
3.3398015,3.832073
2.85318,3.4981394
6.5225744,3.5782976
6.4881597,4.692218
10.337693,1.0462681
8.1340885,3.7125633
6.7468877,3.2460136
-0.11997845,1.2943982
10.724741,2.7627223
7.966937,4.0600667
2.7985702,4.420752
11.291175,0.12189404
0.75487715,1.355763
0.5994692,0.12817211
7.171344,3.794636
10.669711,0.4171768
8.428327,3.2716327
6.7685623,4.645323
10.204898,1.7489779
8.790744,3.8358452
10.794901,1.4072492
0.6359033,1.9694823
10.935357,1.0306268
0.07804107,1.0897237
3.2198322,4.560651
0.5527541,0.05504613
10.11387,1.004735
7.731513,3.3348
10.409429,1.7868062
6.393151,4.598305
10.648433,0.33284715
0.09141041,2.1021974
6.5203676,4.1652236
6.4664884,4.4155803
3.4015095,4.219129
6.5750775,4.3479156
7.406753,4.453389
3.5516856,4.4945073
0.26007167,0.895244
0.4954863,0.5290254
0.2881281,-0.36564785
3.935762,4.239767
10.773782,2.0115144
6.693859,4.350126
7.3419304,3.1863456
0.40068296,1.4721676
7.189646,4.0229373
2.2007968,3.2444365
7.1019807,4.100899
7.5318637,2.938185
7.8177485,4.2346706
0.68773437,0.71751297
-0.038322654,0.8720924
0.5996502,0.9961264
10.753524,1.6121697
0.19605184,0.57434934
11.385488,0.811788
7.2311563,3.156426
0.39626294,0.80797577
7.8042603,3.1573734
6.8702307,4.647752
2.2893763,3.5599384
7.2233744,4.438464
2.2628663,3.8733745
-0.070813216,1.2367549
-0.05133514,2.3990648
0.30624148,1.4485776
2.2775137,4.1647587
8.806824,3.5448158
2.97376,3.4292252
0.66176105,1.0275221
7.489078,3.8667965
11.561502,1.1380363
10.401772,0.5570615
11.053071,1.671164
10.827799,1.1611627
-0.26824504,1.5541766
0.44464096,0.71922094
7.163846,3.808607
9.943602,1.0324852
0.28008717,-0.35845467
10.267595,1.2522261
6.847952,3.7148151
7.3704057,4.4402804
2.8180265,3.8837621
2.4753397,4.5667486
7.9039907,4.0131717
7.336415,3.8908126
10.534824,1.6877934
10.192324,1.0801862
8.461784,3.4459593
11.311151,0.6576338
10.434856,1.7533706
1.7873253,3.76717
7.282113,4.5500274
6.6000514,4.6208205
-0.056106154,1.2761741
2.5713115,3.4401991
6.5836153,3.6814399
2.4290457,3.6636102
4.0192924,4.347381
2.7779622,4.2189827
8.085177,3.2191784
0.31208438,0.6127075
10.643946,0.32542527
3.7804768,4.0949135
7.491646,3.3130443
11.32545,1.3561254
10.561061,1.9232688
6.958277,4.327609
0.47919363,2.361983
8.19162,3.6398466
3.4258935,4.203858
7.113144,3.8647301
0.14148597,1.3266821
3.57094,3.9369793
3.790699,4.2820163
2.0206923,4.5382876
3.0758593,3.4831018
6.686696,3.8945186
9.982659,1.1033133
0.39945453,2.1846263
11.131152,0.27669626
7.0913115,3.3431845
9.932705,1.2334642
7.1524367,4.331836
7.948517,3.1947067
0.10253134,1.586125
3.5469232,4.499004
10.52842,1.3164923
10.263105,1.5080984
-0.20594154,2.5884733
11.634916,1.9635621
6.9796467,4.143685
3.0510929,4.2892847
7.2317824,3.9180033
3.6478765,4.1421485
2.0495262,3.27659
10.270745,2.8301177
11.091741,1.0321809
7.3485603,4.2063203
8.021548,3.4198954
8.004598,4.392595
8.896341,3.6461606
3.0270278,3.1076949
8.705338,3.5647056
10.819902,0.94296575
0.85396135,1.8299894
10.821583,0.6186076
6.3669014,4.1125574
0.90685517,1.6759439
7.1662045,3.3609939
10.27089,0.82400304
7.76019,3.1835177
6.813695,4.188497
2.5723004,3.9137626
6.7166953,4.092038
10.130713,1.9769995
3.4544952,4.2788024
10.246367,2.0342505
2.7766018,3.0162852
0.3934168,2.451319
3.0970047,4.1696353
11.457834,1.9616381
6.580856,4.161733
6.821823,3.3430853
7.4280057,4.1116543
3.1859398,4.0708456
7.362797,3.1007679
10.523764,1.0785158
0.60170686,1.760026
7.531778,3.3938684
6.6382937,3.5257795
10.598627,0.87463117
0.31905738,2.027858
2.7810333,3.473256
2.387384,3.525813
6.243622,4.4920564
0.1452972,-0.048293944
10.560397,1.4908718
3.0236032,3.0971832
6.742311,3.3425214
4.096551,4.6928043
2.1162374,4.010179
0.69255066,0.94550204
7.0321,3.6011322
7.4591727,3.0997784
3.4311752,4.4683228
7.729246,4.6106615
2.008486,3.4056063
0.38841248,1.041485
11.113236,1.7274472
3.374057,4.1671815
11.240922,0.9220358
6.4426985,4.5192456
10.686911,1.02584
3.7652194,3.5845172
3.1629794,4.438561
0.024180181,1.4800637
10.198816,2.1964161
1.7918198,3.708368
10.877495,1.9286687
3.3704288,3.7634335
6.6396546,4.2754073
0.2224129,0.6271326
3.031684,4.541646
2.3698173,3.5457652
0.8090238,0.6228331
10.232762,1.0765375
7.1661158,4.344791
10.085317,2.256754
10.730961,1.8399773
-0.30074725,1.9493498
7.751453,4.3269258
10.986577,1.1819816
3.0599434,4.643324
10.789945,0.50117993
3.352811,3.423493
10.66837,1.1722507
0.7036901,0.9986204
11.301578,2.1736956
7.9612803,3.6400056
0.49433285,0.67228776
3.1071024,4.586596
1.796841,3.8058472
11.191126,0.5920083
10.2812805,2.777891
7.0612698,4.370677
10.179342,1.8607812
6.826838,4.51483
10.675161,0.9847807
0.36597878,0.99248725
7.306442,3.3068614
0.32902455,2.416069
0.114351064,0.7397056
10.674767,0.36688188
-0.5193164,1.7198198
0.20499283,2.6169763
2.8941267,3.6808
7.062616,4.4492316
10.248016,1.4948503
7.3434486,3.3234456
7.1623054,3.7844102
1.2375195,1.8948442
10.447347,2.4185705
2.3261569,3.6423006
8.260517,3.3114986
10.533067,0.7047307
0.23113862,1.9316076
7.123031,4.427376
10.803825,1.979553
6.403842,4.0392265
2.2617648,3.43701
6.733466,4.081901
6.795877,3.5418847
0.22843756,0.34946114
0.1012547,0.9483506
7.852592,4.0823855
2.7063072,3.7227986
0.33651525,2.2329283
10.7789,0.98174614
0.4935336,0.7025923
6.9311934,4.638029
10.521927,1.0967277
-0.47307768,2.3535898
2.562519,3.8059652
11.138399,1.6550193
10.471138,1.4634641
8.338667,3.8821924
10.683566,1.0170094
11.08793,0.06713653
6.4401374,4.7847404
7.251699,4.092335
0.14085689,1.1637471
6.4773717,4.0595603
-0.22404078,1.7971628
10.742204,1.9867381
3.1979501,4.0655174
10.738206,0.4764577
10.743733,1.3291554
0.20667274,0.084371634
11.096795,2.1068285
2.8253686,4.027095
3.5217416,3.8694944
11.171131,2.1826808
-0.044021785,1.4997364
10.2665415,1.5244452
1.1632785,1.8477396
10.417556,2.0621502
7.5635366,3.9497845
3.4268205,4.0498233
7.233477,4.6437263
2.2235522,3.0693922
6.9129763,3.4325614
2.1351724,3.9475274
7.0118313,3.0681841
6.940722,3.293329
0.6338155,1.2742363
8.900101,3.6856272
10.390518,2.9879422
7.5693083,3.9632132
3.2872963,4.181542
6.632073,4.0601053
6.457299,3.8755043
7.531914,3.3623369
7.351044,3.857116
3.157164,4.4175
2.7787895,3.7098413
3.2761366,3.64902
8.80889,3.5494206
0.7313353,2.0534863
10.563901,0.717602
3.694249,3.835108
-0.43893877,1.4672506
0.76583624,0.3490718
2.7960613,3.3538358
6.73868,4.53718
8.81932,3.8291385
0.5384316,1.0343221
0.15250583,1.8876284
11.313147,0.5238551
10.35676,2.897664
7.590474,3.4733927
2.3690135,3.2397869
7.7925577,3.220433
11.347823,0.8954266
7.2157145,4.4493737
7.0043483,3.1773365
1.9681349,2.8327022
3.2014978,4.5047507
10.650703,0.79572153
10.680727,0.37284273
2.991296,3.2566633
2.6180131,4.288763
11.172764,1.2237109
7.5856185,3.8864043
7.655561,4.6309643
1.228376,0.6404977
-0.29391065,1.485569
10.438335,0.5307125
0.20255412,0.3679246
11.395068,0.31416956
10.84568,2.1182299
6.259426,4.3514857
11.353598,1.3992391
7.580536,4.3831143
3.6339324,3.8755198
8.515886,3.3801987
10.766048,0.363747
6.543875,4.173712
10.492362,0.58377326
3.0300474,3.9672942
8.41475,3.2825298
0.90818244,0.3812609
-0.5418539,2.2674024
10.637096,2.2804625
10.318945,1.1476326
10.477094,0.95359737
3.740693,4.2466383
7.5660634,3.9676738
10.494462,0.80212367
11.376392,1.3085603
0.27984828,0.17755611
3.6216357,4.066814
10.344972,1.8805676
3.1950567,3.9451814
9.882458,1.1565884
4.0107427,4.3946567
6.5199723,4.1394277
10.854871,1.7553762
6.8430133,4.5737557
3.7676923,4.531977
3.6136913,3.443392
0.298344,0.42167506
2.892147,3.1939526
3.5460885,4.2355385
8.265705,3.9236007
2.930758,4.1840744
10.598209,1.0183797
7.6747837,4.0926456
3.8881814,4.1428366
1.9030521,4.0165744
3.2748,4.6203794
3.0101206,4.868347
3.9326038,4.3568835
1.7438122,3.5779839
10.632373,1.3736879
8.33431,3.27635
0.23584098,0.03786006
-0.09353777,1.4415219
6.9930797,4.286642
6.4166536,4.3712497
11.325365,0.18800688
-0.26378676,1.2943989
9.983939,1.1820565
0.3366467,0.4627916
10.470561,0.4478485
0.16755968,1.9906567
7.555644,4.3821735
10.618881,0.35614884
6.395875,4.0301547
6.6847434,3.3533292
2.0888305,4.0167613
0.23675899,-0.38322443
10.0971985,2.4981327
2.5578935,3.677466
8.438265,3.9688916
2.5459855,3.3174484
3.0362744,4.768186
0.00057514175,1.4264991
10.990085,1.1431372
10.943277,1.8290143
7.35371,3.8120074
-0.43309245,1.5150759
0.39212108,1.5148133
0.7160448,1.0758553
11.180708,0.92514795
7.495435,3.5242164
10.764969,0.71185046
3.6974812,4.448193
0.48624155,2.2329383
0.37901458,0.9877415
0.026089124,2.314765
8.601748,3.3943636
10.618196,1.0749161
1.022262,0.66312426
3.6131184,4.401808
3.6127503,4.6302204
10.070879,2.224351
8.772318,3.2515376
4.2937036,4.5774126
2.4765604,3.1013293
11.235604,1.6054018
10.96176,1.0777491
2.1165485,3.6353686
0.22925863,2.4382806
3.7000065,4.4741206
0.50379,2.3636918
11.319586,1.371809
0.14535426,1.09335
0.5262877,0.40537137
7.909449,3.564681
10.554286,0.61430234
8.137109,3.533365
0.45153365,0.42802057
-0.056530148,1.3166637
4.0463905,4.3991156
2.4893155,4.1468053
11.282455,1.5344322
2.9104562,3.931021
3.4855368,4.3897233
7.173266,4.4515185
7.683403,4.663559
6.172662,4.4564514
2.8355973,3.7373998
6.904556,4.559835
10.291528,1.6855532
0.22465953,1.8746328
11.007678,0.92451787
11.407578,0.26605892
6.8032475,3.3083267
11.443489,0.35419556
6.407136,4.7101126
0.10425787,0.3874579
7.268979,4.326532
-0.15317002,1.5157337
8.461358,4.1247554
1.7646954,3.744991
11.164215,0.6079644
10.706863,1.1366659
10.423717,1.67799
6.5183253,4.3159075
-0.3667877,1.6845526
6.823059,4.4039016
2.5313606,3.5899966
11.163279,2.0229146
10.889784,2.0930257
3.7463372,4.873367
10.532428,0.30758578
2.2466965,3.9156008
-0.18778583,1.6854115
7.086846,3.6905186
0.9986724,1.5362426
-0.42328957,1.4078472
1.8997494,3.7840402
7.7996554,3.0289998
7.5943613,4.002218
6.6072154,3.609092
